platform,username,rating,tanggal,content,cleaning,case_folding,normalization,tokenization,stopword_removal,stemming,label,sentimen_pred
Tokopedia,I***p,5.0,2025-07-13 13:52:58.108271,Baru coba moga cocok,Baru coba moga cocok,baru coba moga cocok,baru coba moga cocok,"['baru', 'coba', 'moga', 'cocok']","['baru', 'coba', 'moga', 'cocok']","['baru', 'coba', 'moga', 'cocok']",Positif,Positif
Tokopedia,M***a,5.0,2025-07-13 13:52:58.108444,Barang sudah sampai,Barang sudah sampai,barang sudah sampai,barang sudah sampai,"['barang', 'sudah', 'sampai']",['barang'],['barang'],Positif,Positif
Tokopedia,i***a,5.0,2025-07-13 13:52:58.108606,seperti biasa bagus,seperti biasa bagus,seperti biasa bagus,seperti biasa bagus,"['seperti', 'biasa', 'bagus']","['biasa', 'bagus']","['biasa', 'bagus']",Positif,Positif
Tokopedia,G***j,5.0,2025-07-13 13:52:52.903358,Wangy wangy,Wangy wangy,wangy wangy,wangy wangy,"['wangy', 'wangy']","['wangy', 'wangy']","['wangy', 'wangy']",Positif,Positif
Tokopedia,T***r,5.0,2025-07-13 13:52:52.903754,Proses pengiriman cepat. Smoga cocok pake shamponya. Udah pakai cream proteinnya sih,Proses pengiriman cepat Smoga cocok pake shamponya Udah pakai cream proteinnya sih,proses pengiriman cepat smoga cocok pake shamponya udah pakai cream proteinnya sih,proses pengiriman cepat smoga cocok pakai shamponya sudah pakai cream proteinnya sih,"['proses', 'pengiriman', 'cepat', 'smoga', 'cocok', 'pakai', 'shamponya', 'sudah', 'pakai', 'cream', 'proteinnya', 'sih']","['proses', 'pengiriman', 'cepat', 'smoga', 'cocok', 'pakai', 'shamponya', 'pakai', 'cream', 'proteinnya', 'sih']","['proses', 'kirim', 'cepat', 'smoga', 'cocok', 'pakai', 'shamponya', 'pakai', 'cream', 'protein', 'sih']",Positif,Positif
Tokopedia,Z***g,5.0,2025-07-13 13:52:52.903943,Pesanan sesuai smoga bisa cocok,Pesanan sesuai smoga bisa cocok,pesanan sesuai smoga bisa cocok,pesanan sesuai smoga bisa cocok,"['pesanan', 'sesuai', 'smoga', 'bisa', 'cocok']","['pesanan', 'sesuai', 'smoga', 'cocok']","['pesan', 'sesuai', 'smoga', 'cocok']",Positif,Positif
Tokopedia,E***m,5.0,2025-07-13 13:52:52.904119,"Wangi
Berkali"" beli dsini",Wangi Berkali beli dsini,wangi berkali beli dsini,wangi berkali beli dsini,"['wangi', 'berkali', 'beli', 'dsini']","['wangi', 'berkali', 'beli', 'dsini']","['wangi', 'kali', 'beli', 'dsini']",Positif,Positif
Tokopedia,G***l,5.0,2025-07-13 13:52:52.904331,Bgus dah cuba pakai rambut jdi lembut dan wangi banget tq,Bgus dah cuba pakai rambut jdi lembut dan wangi banget tq,bgus dah cuba pakai rambut jdi lembut dan wangi banget tq,bgus dah cuba pakai rambut jdi lembut dan wangi banget tq,"['bgus', 'dah', 'cuba', 'pakai', 'rambut', 'jdi', 'lembut', 'dan', 'wangi', 'banget', 'tq']","['bgus', 'dah', 'cuba', 'pakai', 'rambut', 'jdi', 'lembut', 'wangi', 'banget', 'tq']","['bgus', 'dah', 'cuba', 'pakai', 'rambut', 'jdi', 'lembut', 'wangi', 'banget', 'tq']",Positif,Positif
Tokopedia,I***f,5.0,2025-07-13 13:52:52.904574,"Wangi banget, di dalamnya juga ada free protein cream versi mininya",Wangi banget di dalamnya juga ada free protein cream versi mininya,wangi banget di dalamnya juga ada free protein cream versi mininya,wangi banget di dalamnya juga ada free protein cream versi mininya,"['wangi', 'banget', 'di', 'dalamnya', 'juga', 'ada', 'free', 'protein', 'cream', 'versi', 'mininya']","['wangi', 'banget', 'dalamnya', 'free', 'protein', 'cream', 'versi', 'mininya']","['wangi', 'banget', 'dalam', 'free', 'protein', 'cream', 'versi', 'mini']",Positif,Positif
Tokopedia,X***x,5.0,2025-07-13 13:52:52.904751,Sdh beli yang ke 4,Sdh beli yang ke,sdh beli yang ke,sdh beli yang ke,"['sdh', 'beli', 'yang', 'ke']","['sdh', 'beli']","['sdh', 'beli']",Positif,Positif
Tokopedia,R***i,5.0,2025-07-13 13:52:47.647321,"proses pengiriman cepat dan barang diterima sesuai pesanan, pembelian ke 2 moga ada hsl, krn pembelian pertama blom ada tampak tumbuh rambut di bagian botak atau rontok",proses pengiriman cepat dan barang diterima sesuai pesanan pembelian ke moga ada hsl krn pembelian pertama blom ada tampak tumbuh rambut di bagian botak atau rontok,proses pengiriman cepat dan barang diterima sesuai pesanan pembelian ke moga ada hsl krn pembelian pertama blom ada tampak tumbuh rambut di bagian botak atau rontok,proses pengiriman cepat dan barang diterima sesuai pesanan pembelian ke moga ada hsl karena pembelian pertama blom ada tampak tumbuh rambut di bagian botak atau rontok,"['proses', 'pengiriman', 'cepat', 'dan', 'barang', 'diterima', 'sesuai', 'pesanan', 'pembelian', 'ke', 'moga', 'ada', 'hsl', 'karena', 'pembelian', 'pertama', 'blom', 'ada', 'tampak', 'tumbuh', 'rambut', 'di', 'bagian', 'botak', 'atau', 'rontok']","['proses', 'pengiriman', 'cepat', 'barang', 'diterima', 'sesuai', 'pesanan', 'pembelian', 'moga', 'hsl', 'pembelian', 'pertama', 'blom', 'tampak', 'tumbuh', 'rambut', 'bagian', 'botak', 'rontok']","['proses', 'kirim', 'cepat', 'barang', 'terima', 'sesuai', 'pesan', 'beli', 'moga', 'hsl', 'beli', 'pertama', 'blom', 'tampak', 'tumbuh', 'rambut', 'bagi', 'botak', 'rontok']",Positif,Positif
Tokopedia,Y***u,5.0,2025-07-13 13:52:47.647887,"Manfaat produk: Sangat bagus sdh order kesekian kalinya dan lama habisnya. Selalu suka dg shrd
Aroma: Wangi",Manfaat produk Sangat bagus sdh order kesekian kalinya dan lama habisnya Selalu suka dg shrd Aroma Wangi,manfaat produk sangat bagus sdh order kesekian kalinya dan lama habisnya selalu suka dg shrd aroma wangi,manfaat produk sangat bagus sdh order kesekian kalinya dan lama habisnya selalu suka dg shrd aroma wangi,"['manfaat', 'produk', 'sangat', 'bagus', 'sdh', 'order', 'kesekian', 'kalinya', 'dan', 'lama', 'habisnya', 'selalu', 'suka', 'dg', 'shrd', 'aroma', 'wangi']","['manfaat', 'produk', 'sangat', 'bagus', 'sdh', 'order', 'kesekian', 'kalinya', 'lama', 'habisnya', 'selalu', 'suka', 'dg', 'shrd', 'aroma', 'wangi']","['manfaat', 'produk', 'sangat', 'bagus', 'sdh', 'order', 'sekian', 'kali', 'lama', 'habis', 'selalu', 'suka', 'dg', 'shrd', 'aroma', 'wangi']",Positif,Positif
Tokopedia,Artini,5.0,2025-07-13 13:52:47.648212,paraaah sistem.pengirimannya...sekelas JnT tdk mengetahui alamat pengirimannya sehingga meleset sampai 3 hari,paraaah sistem pengirimannya sekelas JnT tdk mengetahui alamat pengirimannya sehingga meleset sampai hari,paraaah sistem pengirimannya sekelas jnt tdk mengetahui alamat pengirimannya sehingga meleset sampai hari,parah sistem pengirimannya sekelas jnt tidak mengetahui alamat pengirimannya sehingga meleset sampai hari,"['parah', 'sistem', 'pengirimannya', 'sekelas', 'jnt', 'tidak', 'mengetahui', 'alamat', 'pengirimannya', 'sehingga', 'meleset', 'sampai', 'hari']","['parah', 'sistem', 'pengirimannya', 'sekelas', 'jnt', 'tidak', 'mengetahui', 'alamat', 'pengirimannya', 'meleset', 'hari']","['parah', 'sistem', 'kirim', 'kelas', 'jnt', 'tidak', 'tahu', 'alamat', 'kirim', 'meleset', 'hari']",Positif,Positif
Tokopedia,Novantino,5.0,2025-07-13 13:52:47.648530,"Sementara puas dgn hasil selama 4 hari, rontok berkurang, semoga bisa berhasil menumbuhkan rambut baru diarea yg menipis",Sementara puas dgn hasil selama hari rontok berkurang semoga bisa berhasil menumbuhkan rambut baru diarea yg menipis,sementara puas dgn hasil selama hari rontok berkurang semoga bisa berhasil menumbuhkan rambut baru diarea yg menipis,sementara puas dengan hasil selama hari rontok berkurang semoga bisa berhasil menumbuhkan rambut baru diarea yang menipis,"['sementara', 'puas', 'dengan', 'hasil', 'selama', 'hari', 'rontok', 'berkurang', 'semoga', 'bisa', 'berhasil', 'menumbuhkan', 'rambut', 'baru', 'diarea', 'yang', 'menipis']","['puas', 'hasil', 'selama', 'hari', 'rontok', 'berkurang', 'semoga', 'berhasil', 'menumbuhkan', 'rambut', 'baru', 'diarea', 'menipis']","['puas', 'hasil', 'lama', 'hari', 'rontok', 'kurang', 'moga', 'hasil', 'tumbuh', 'rambut', 'baru', 'area', 'tip']",Positif,Positif
Tokopedia,F***n,5.0,2025-07-13 13:52:47.648829,"Pengirimannya cepat pdhl ke manado, dapet bonus juga",Pengirimannya cepat pdhl ke manado dapet bonus juga,pengirimannya cepat pdhl ke manado dapet bonus juga,pengirimannya cepat pdhl ke manado dapet bonus juga,"['pengirimannya', 'cepat', 'pdhl', 'ke', 'manado', 'dapet', 'bonus', 'juga']","['pengirimannya', 'cepat', 'pdhl', 'manado', 'dapet', 'bonus']","['kirim', 'cepat', 'pdhl', 'manado', 'dapet', 'bonus']",Positif,Positif
Tokopedia,L***z,5.0,2025-07-13 13:52:47.649125,1 Minggu pemakaian..ketombe lgs berkurang drastis👍👍,Minggu pemakaian ketombe lgs berkurang drastis,minggu pemakaian ketombe lgs berkurang drastis,minggu pemakaian ketombe lgs berkurang drastis,"['minggu', 'pemakaian', 'ketombe', 'lgs', 'berkurang', 'drastis']","['minggu', 'pemakaian', 'ketombe', 'lgs', 'berkurang', 'drastis']","['minggu', 'pakai', 'ketombe', 'lgs', 'kurang', 'drastis']",Positif,Positif
Tokopedia,Luhur,5.0,2025-07-13 13:53:14.024521,belum coba tp semoga cocok..tampak meyakinkan..rambut tipis kembali lebat..Insya Allah,belum coba tp semoga cocok tampak meyakinkan rambut tipis kembali lebat Insya Allah,belum coba tp semoga cocok tampak meyakinkan rambut tipis kembali lebat insya allah,belum coba tapi semoga cocok tampak meyakinkan rambut tipis kembali lebat insya allah,"['belum', 'coba', 'tapi', 'semoga', 'cocok', 'tampak', 'meyakinkan', 'rambut', 'tipis', 'kembali', 'lebat', 'insya', 'allah']","['belum', 'coba', 'semoga', 'cocok', 'tampak', 'meyakinkan', 'rambut', 'tipis', 'lebat', 'insya', 'allah']","['belum', 'coba', 'moga', 'cocok', 'tampak', 'yakin', 'rambut', 'tipis', 'lebat', 'insya', 'allah']",Positif,Positif
Tokopedia,I***z,5.0,2025-07-13 13:53:14.024805,"Aroma: Wangi sekali, rambut jadi lembut",Aroma Wangi sekali rambut jadi lembut,aroma wangi sekali rambut jadi lembut,aroma wangi sekali rambut jadi lembut,"['aroma', 'wangi', 'sekali', 'rambut', 'jadi', 'lembut']","['aroma', 'wangi', 'sekali', 'rambut', 'jadi', 'lembut']","['aroma', 'wangi', 'sekali', 'rambut', 'jadi', 'lembut']",Positif,Positif
Tokopedia,W***f,5.0,2025-07-13 13:53:14.025076,Barang datang sesuai pesanan mantap terima kasih. Maaf foto tidak sesuai karna lupa foto,Barang datang sesuai pesanan mantap terima kasih Maaf foto tidak sesuai karna lupa foto,barang datang sesuai pesanan mantap terima kasih maaf foto tidak sesuai karna lupa foto,barang datang sesuai pesanan mantap terima kasih maaf foto tidak sesuai karena lupa foto,"['barang', 'datang', 'sesuai', 'pesanan', 'mantap', 'terima', 'kasih', 'maaf', 'foto', 'tidak', 'sesuai', 'karena', 'lupa', 'foto']","['barang', 'datang', 'sesuai', 'pesanan', 'mantap', 'terima', 'kasih', 'maaf', 'foto', 'tidak', 'sesuai', 'lupa', 'foto']","['barang', 'datang', 'sesuai', 'pesan', 'mantap', 'terima', 'kasih', 'maaf', 'foto', 'tidak', 'sesuai', 'lupa', 'foto']",Positif,Positif
Tokopedia,T***u,5.0,2025-07-13 13:53:14.025667,Akan,Akan,akan,akan,['akan'],[],[],Positif,Positif
Tokopedia,C***v,5.0,2025-07-13 13:53:19.331227,Wooow Dapet free conditioner dong.. makasih kak,Wooow Dapet free conditioner dong makasih kak,wooow dapet free conditioner dong makasih kak,wow dapet free conditioner dong terima kasih kak,"['wow', 'dapet', 'free', 'conditioner', 'dong', 'terima', 'kasih', 'kak']","['wow', 'dapet', 'free', 'conditioner', 'dong', 'terima', 'kasih', 'kak']","['wow', 'dapet', 'free', 'conditioner', 'dong', 'terima', 'kasih', 'kak']",Positif,Positif
Tokopedia,A***f,5.0,2025-07-13 13:53:08.701158,Sesuai mahal tapi bgs,Sesuai mahal tapi bgs,sesuai mahal tapi bgs,sesuai mahal tapi bagus,"['sesuai', 'mahal', 'tapi', 'bagus']","['sesuai', 'mahal', 'bagus']","['sesuai', 'mahal', 'bagus']",Positif,Positif
Tokopedia,agus,3.0,2025-07-13 13:53:08.701474,adminnya tidak ramah.tdk mau menjelaskan dan menjawab pertanyaan.percuma produk bagus kl yg jual tdk ramah.tolong diperbaiki pelayanannya.terima kasih,adminnya tidak ramah tdk mau menjelaskan dan menjawab pertanyaan percuma produk bagus kl yg jual tdk ramah tolong diperbaiki pelayanannya terima kasih,adminnya tidak ramah tdk mau menjelaskan dan menjawab pertanyaan percuma produk bagus kl yg jual tdk ramah tolong diperbaiki pelayanannya terima kasih,adminnya tidak ramah tidak mau menjelaskan dan menjawab pertanyaan percuma produk bagus kl yang jual tidak ramah tolong diperbaiki pelayanannya terima kasih,"['adminnya', 'tidak', 'ramah', 'tidak', 'mau', 'menjelaskan', 'dan', 'menjawab', 'pertanyaan', 'percuma', 'produk', 'bagus', 'kl', 'yang', 'jual', 'tidak', 'ramah', 'tolong', 'diperbaiki', 'pelayanannya', 'terima', 'kasih']","['adminnya', 'tidak', 'ramah', 'tidak', 'mau', 'menjelaskan', 'menjawab', 'pertanyaan', 'percuma', 'produk', 'bagus', 'kl', 'jual', 'tidak', 'ramah', 'diperbaiki', 'pelayanannya', 'terima', 'kasih']","['adminnya', 'tidak', 'ramah', 'tidak', 'mau', 'jelas', 'jawab', 'tanya', 'percuma', 'produk', 'bagus', 'kl', 'jual', 'tidak', 'ramah', 'baik', 'layan', 'terima', 'kasih']",Netral,Netral
Tokopedia,D***s,5.0,2025-07-13 13:53:08.701761,"Packaging rusak untung aman.
Enak bgt dipake buat rambut kering",Packaging rusak untung aman Enak bgt dipake buat rambut kering,packaging rusak untung aman enak bgt dipake buat rambut kering,packaging rusak untung aman enak banget dipake buat rambut kering,"['packaging', 'rusak', 'untung', 'aman', 'enak', 'banget', 'dipake', 'buat', 'rambut', 'kering']","['packaging', 'rusak', 'untung', 'aman', 'enak', 'banget', 'dipake', 'buat', 'rambut', 'kering']","['packaging', 'rusak', 'untung', 'aman', 'enak', 'banget', 'dipake', 'buat', 'rambut', 'kering']",Positif,Positif
Tokopedia,Z***k,5.0,2025-07-13 13:53:14.023159,"Worth it sih, bisa jadi sehalus itu rambutnya dan tahan lama",Worth it sih bisa jadi sehalus itu rambutnya dan tahan lama,worth it sih bisa jadi sehalus itu rambutnya dan tahan lama,worth it sih bisa jadi sehalus itu rambutnya dan tahan lama,"['worth', 'it', 'sih', 'bisa', 'jadi', 'sehalus', 'itu', 'rambutnya', 'dan', 'tahan', 'lama']","['worth', 'it', 'sih', 'jadi', 'sehalus', 'rambutnya', 'tahan', 'lama']","['worth', 'it', 'sih', 'jadi', 'halus', 'rambut', 'tahan', 'lama']",Positif,Positif
Tokopedia,F***w,5.0,2025-07-13 13:53:14.023494,"OMGGG! dapet bonusannya banyak bgt ya, thank you bgt ya. semoga kondisi rambutku bisa lebih baik setelah rutin pake cream ini🤩🥰",OMGGG dapet bonusannya banyak bgt ya thank you bgt ya semoga kondisi rambutku bisa lebih baik setelah rutin pake cream ini,omggg dapet bonusannya banyak bgt ya thank you bgt ya semoga kondisi rambutku bisa lebih baik setelah rutin pake cream ini,omg dapet bonusannya banyak banget ya thank you banget ya semoga kondisi rambutku bisa lebih baik setelah rutin pakai cream ini,"['omg', 'dapet', 'bonusannya', 'banyak', 'banget', 'ya', 'thank', 'you', 'banget', 'ya', 'semoga', 'kondisi', 'rambutku', 'bisa', 'lebih', 'baik', 'setelah', 'rutin', 'pakai', 'cream', 'ini']","['omg', 'dapet', 'bonusannya', 'banyak', 'banget', 'thank', 'you', 'banget', 'semoga', 'kondisi', 'rambutku', 'lebih', 'baik', 'rutin', 'pakai', 'cream']","['omg', 'dapet', 'bonus', 'banyak', 'banget', 'thank', 'you', 'banget', 'moga', 'kondisi', 'rambut', 'lebih', 'baik', 'rutin', 'pakai', 'cream']",Positif,Positif
Tokopedia,andiarsa,5.0,2025-07-13 13:53:14.023785,barang sesuai deskripsi,barang sesuai deskripsi,barang sesuai deskripsi,barang sesuai deskripsi,"['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']",Positif,Positif
Tokopedia,W***b,5.0,2025-07-13 13:53:08.698666,"Paket ny sdh sampe...secinta it dong sm produk ini,,,makasih bgt free ny kk",Paket ny sdh sampe secinta it dong sm produk ini makasih bgt free ny kk,paket ny sdh sampe secinta it dong sm produk ini makasih bgt free ny kk,paket ny sdh sampe secinta it dong sm produk ini terima kasih banget free ny kk,"['paket', 'ny', 'sdh', 'sampe', 'secinta', 'it', 'dong', 'sm', 'produk', 'ini', 'terima', 'kasih', 'banget', 'free', 'ny', 'kk']","['paket', 'ny', 'sdh', 'sampe', 'secinta', 'it', 'dong', 'sm', 'produk', 'terima', 'kasih', 'banget', 'free', 'ny', 'kk']","['paket', 'ny', 'sdh', 'sampe', 'cinta', 'it', 'dong', 'sm', 'produk', 'terima', 'kasih', 'banget', 'free', 'ny', 'kk']",Positif,Positif
Tokopedia,D***j,1.0,2025-07-13 13:53:08.699388,Kok kosong,Kok kosong,kok kosong,kok kosong,"['kok', 'kosong']","['kok', 'kosong']","['kok', 'kosong']",Negatif,Negatif
Tokopedia,Y***i,5.0,2025-07-13 13:53:08.699709,"Sumpahhhhh produk nya bagus banget, aku yg rambut nya ngembang trus kering langsung jdi halus kayak udah di catokkk fixxx ini jdi idaman aku, nanti mau beli yg ukuran nya...",Sumpahhhhh produk nya bagus banget aku yg rambut nya ngembang trus kering langsung jdi halus kayak udah di catokkk fixxx ini jdi idaman aku nanti mau beli yg ukuran nya,sumpahhhhh produk nya bagus banget aku yg rambut nya ngembang trus kering langsung jdi halus kayak udah di catokkk fixxx ini jdi idaman aku nanti mau beli yg ukuran nya,sumpah produk nya bagus banget aku yang rambut nya ngembang trus kering langsung jdi halus kayak sudah di catok fix ini jdi idaman aku nanti mau beli yang ukuran nya,"['sumpah', 'produk', 'nya', 'bagus', 'banget', 'aku', 'yang', 'rambut', 'nya', 'ngembang', 'trus', 'kering', 'langsung', 'jdi', 'halus', 'kayak', 'sudah', 'di', 'catok', 'fix', 'ini', 'jdi', 'idaman', 'aku', 'nanti', 'mau', 'beli', 'yang', 'ukuran', 'nya']","['sumpah', 'produk', 'nya', 'bagus', 'banget', 'aku', 'rambut', 'nya', 'ngembang', 'trus', 'kering', 'langsung', 'jdi', 'halus', 'kayak', 'catok', 'fix', 'jdi', 'idaman', 'aku', 'mau', 'beli', 'ukuran', 'nya']","['sumpah', 'produk', 'nya', 'bagus', 'banget', 'aku', 'rambut', 'nya', 'ngembang', 'trus', 'kering', 'langsung', 'jdi', 'halus', 'kayak', 'catok', 'fix', 'jdi', 'idam', 'aku', 'mau', 'beli', 'ukur', 'nya']",Positif,Positif
Tokopedia,W***q,5.0,2025-07-13 13:53:03.404956,"Paking rapih, pengiriman cepat",Paking rapih pengiriman cepat,paking rapih pengiriman cepat,paking rapih pengiriman cepat,"['paking', 'rapih', 'pengiriman', 'cepat']","['paking', 'rapih', 'pengiriman', 'cepat']","['paking', 'rapih', 'kirim', 'cepat']",Positif,Positif
Tokopedia,U***k,5.0,2025-07-13 13:53:03.405177,Baguss bisa buat rmbut g ngembang,Baguss bisa buat rmbut g ngembang,baguss bisa buat rmbut g ngembang,baguss bisa buat rmbut tidak ngembang,"['baguss', 'bisa', 'buat', 'rmbut', 'tidak', 'ngembang']","['baguss', 'buat', 'rmbut', 'tidak', 'ngembang']","['baguss', 'buat', 'rmbut', 'tidak', 'ngembang']",Positif,Positif
Tokopedia,L***t,5.0,2025-07-13 13:53:03.405360,"Sudah sampai kak, ini yang kedua kali ku beli samponya tapi ga sama serumnya baru kali ini pake luar biasa dingin rasa dikepala",Sudah sampai kak ini yang kedua kali ku beli samponya tapi ga sama serumnya baru kali ini pake luar biasa dingin rasa dikepala,sudah sampai kak ini yang kedua kali ku beli samponya tapi ga sama serumnya baru kali ini pake luar biasa dingin rasa dikepala,sudah sampai kak ini yang kedua kali ku beli samponya tapi tidak sama serumnya baru kali ini pakai luar biasa dingin rasa dikepala,"['sudah', 'sampai', 'kak', 'ini', 'yang', 'kedua', 'kali', 'ku', 'beli', 'samponya', 'tapi', 'tidak', 'sama', 'serumnya', 'baru', 'kali', 'ini', 'pakai', 'luar', 'biasa', 'dingin', 'rasa', 'dikepala']","['kak', 'kedua', 'kali', 'ku', 'beli', 'samponya', 'tidak', 'sama', 'serumnya', 'baru', 'kali', 'pakai', 'luar', 'biasa', 'dingin', 'rasa', 'dikepala']","['kak', 'dua', 'kali', 'ku', 'beli', 'sampo', 'tidak', 'sama', 'serum', 'baru', 'kali', 'pakai', 'luar', 'biasa', 'dingin', 'rasa', 'kepala']",Positif,Positif
Tokopedia,N***m,5.0,2025-07-13 13:53:03.405636,"2x pakai, ketombe aku yg lengket di kulit kepala, seketika hilang, senangnya aku, gak nyesal nyoba shampo ini😍",x pakai ketombe aku yg lengket di kulit kepala seketika hilang senangnya aku gak nyesal nyoba shampo ini,x pakai ketombe aku yg lengket di kulit kepala seketika hilang senangnya aku gak nyesal nyoba shampo ini,x pakai ketombe aku yang lengket di kulit kepala seketika hilang senangnya aku tidak nyesal nyoba shampo ini,"['x', 'pakai', 'ketombe', 'aku', 'yang', 'lengket', 'di', 'kulit', 'kepala', 'seketika', 'hilang', 'senangnya', 'aku', 'tidak', 'nyesal', 'nyoba', 'shampo', 'ini']","['x', 'pakai', 'ketombe', 'aku', 'lengket', 'kulit', 'kepala', 'seketika', 'hilang', 'senangnya', 'aku', 'tidak', 'nyesal', 'nyoba', 'shampo']","['x', 'pakai', 'ketombe', 'aku', 'lengket', 'kulit', 'kepala', 'ketika', 'hilang', 'senang', 'aku', 'tidak', 'nyesal', 'nyoba', 'shampo']",Positif,Positif
Tokopedia,P***a,5.0,2025-07-13 13:53:03.405925,"Best sih ini di rambut akuu
Minus nya agak mahal 😭",Best sih ini di rambut akuu Minus nya agak mahal,best sih ini di rambut akuu minus nya agak mahal,best sih ini di rambut akuu minus nya agak mahal,"['best', 'sih', 'ini', 'di', 'rambut', 'akuu', 'minus', 'nya', 'agak', 'mahal']","['best', 'sih', 'rambut', 'akuu', 'minus', 'nya', 'mahal']","['best', 'sih', 'rambut', 'akuu', 'minus', 'nya', 'mahal']",Positif,Positif
Tokopedia,B***e,5.0,2025-07-13 13:53:03.406116,Co yg ke 2 kali nya karna bagus bgt,Co yg ke kali nya karna bagus bgt,co yg ke kali nya karna bagus bgt,co yang ke kali nya karena bagus banget,"['co', 'yang', 'ke', 'kali', 'nya', 'karena', 'bagus', 'banget']","['co', 'kali', 'nya', 'bagus', 'banget']","['co', 'kali', 'nya', 'bagus', 'banget']",Positif,Positif
Tokopedia,I***q,5.0,2025-07-13 13:53:03.406295,"Review pertama kali pakai buat aku yang ketombean parah ini worth it. Pake sampo ini enteng di kepala, mengurangi gatal dan ketombe. Okenya lagi rambut masih halus sampe...",Review pertama kali pakai buat aku yang ketombean parah ini worth it Pake sampo ini enteng di kepala mengurangi gatal dan ketombe Okenya lagi rambut masih halus sampe,review pertama kali pakai buat aku yang ketombean parah ini worth it pake sampo ini enteng di kepala mengurangi gatal dan ketombe okenya lagi rambut masih halus sampe,review pertama kali pakai buat aku yang ketombean parah ini worth it pakai sampo ini enteng di kepala mengurangi gatal dan ketombe okenya lagi rambut masih halus sampe,"['review', 'pertama', 'kali', 'pakai', 'buat', 'aku', 'yang', 'ketombean', 'parah', 'ini', 'worth', 'it', 'pakai', 'sampo', 'ini', 'enteng', 'di', 'kepala', 'mengurangi', 'gatal', 'dan', 'ketombe', 'okenya', 'lagi', 'rambut', 'masih', 'halus', 'sampe']","['review', 'pertama', 'kali', 'pakai', 'buat', 'aku', 'ketombean', 'parah', 'worth', 'it', 'pakai', 'sampo', 'enteng', 'kepala', 'mengurangi', 'gatal', 'ketombe', 'okenya', 'rambut', 'halus', 'sampe']","['review', 'pertama', 'kali', 'pakai', 'buat', 'aku', 'ketombe', 'parah', 'worth', 'it', 'pakai', 'sampo', 'enteng', 'kepala', 'kurang', 'gatal', 'ketombe', 'oke', 'rambut', 'halus', 'sampe']",Positif,Positif
Tokopedia,Y***n,5.0,2025-07-13 13:53:29.871890,"Belom dicoba semoga cocok, tks bonusnya 🤩",Belom dicoba semoga cocok tks bonusnya,belom dicoba semoga cocok tks bonusnya,belom dicoba semoga cocok tks bonusnya,"['belom', 'dicoba', 'semoga', 'cocok', 'tks', 'bonusnya']","['belom', 'dicoba', 'semoga', 'cocok', 'tks', 'bonusnya']","['bom', 'coba', 'moga', 'cocok', 'tks', 'bonus']",Positif,Positif
Tokopedia,amethyst,5.0,2025-07-13 13:53:29.872290,baru 1 kali coba..semoga cocok...pasti order lagi..trims kak,baru kali coba semoga cocok pasti order lagi trims kak,baru kali coba semoga cocok pasti order lagi trims kak,baru kali coba semoga cocok pasti order lagi trims kak,"['baru', 'kali', 'coba', 'semoga', 'cocok', 'pasti', 'order', 'lagi', 'trims', 'kak']","['baru', 'kali', 'coba', 'semoga', 'cocok', 'order', 'trims', 'kak']","['baru', 'kali', 'coba', 'moga', 'cocok', 'order', 'trims', 'kak']",Positif,Positif
Tokopedia,R***g,5.0,2025-07-13 13:53:29.872769,"Product benefit: Rambut jadi gampang diatur
Scent: Wangi enak",Product benefit Rambut jadi gampang diatur Scent Wangi enak,product benefit rambut jadi gampang diatur scent wangi enak,product benefit rambut jadi gampang diatur scent wangi enak,"['product', 'benefit', 'rambut', 'jadi', 'gampang', 'diatur', 'scent', 'wangi', 'enak']","['product', 'benefit', 'rambut', 'jadi', 'gampang', 'diatur', 'scent', 'wangi', 'enak']","['product', 'benefit', 'rambut', 'jadi', 'gampang', 'atur', 'scent', 'wangi', 'enak']",Positif,Positif
Tokopedia,V***h,5.0,2025-07-13 13:53:29.873159,Produk baguss,Produk baguss,produk baguss,produk baguss,"['produk', 'baguss']","['produk', 'baguss']","['produk', 'baguss']",Positif,Positif
Tokopedia,Q***m,4.0,2025-07-13 13:53:29.873551,ko buat rambut lepek ya??,ko buat rambut lepek ya,ko buat rambut lepek ya,ko buat rambut lepek ya,"['ko', 'buat', 'rambut', 'lepek', 'ya']","['ko', 'buat', 'rambut', 'lepek']","['ko', 'buat', 'rambut', 'lepek']",Positif,Positif
Tokopedia,M***p,5.0,2025-07-13 13:53:29.873884,Dapet gratis sampel shampo 4 sachet 🫶🏼,Dapet gratis sampel shampo sachet,dapet gratis sampel shampo sachet,dapet gratis sampel shampo sachet,"['dapet', 'gratis', 'sampel', 'shampo', 'sachet']","['dapet', 'gratis', 'sampel', 'shampo', 'sachet']","['dapet', 'gratis', 'sampel', 'shampo', 'sachet']",Positif,Positif
